Country,Date,Temp_Max,Temp_Min,Temp_Mean,Precipitation_Sum,Windspeed_Max,Windgusts_Max,Sunshine_Duration
Argentina,28-11-2016,26.7,13.3,20.6,0,16.3,27.7,49088.95
Argentina,29-11-2016,30.1,14.6,22.8,0,16.9,29.2,49159.33
Argentina,30-11-2016,31.2,18.2,25.2,0,29.6,55.4,49226.74
Argentina,01-12-2016,33.7,21.3,27.2,0.1,26,48.2,49291.7
Argentina,02-12-2016,28.9,17.6,23.8,0,25.2,48.2,49354.11
Argentina,03-12-2016,31.6,12.8,22.4,0,17.2,33.1,49413.88
Argentina,04-12-2016,34.5,21,26.6,19.7,31.6,59.4,45296.07
Argentina,05-12-2016,24.9,16,20.6,0.3,36.5,69.8,49525.23
Argentina,06-12-2016,25.7,11.9,19.4,0,18,35.3,48912.49
Argentina,07-12-2016,26.2,12.1,19.6,0.9,22,42.1,49624.73
Argentina,08-12-2016,25.8,10.5,18.8,0,20.1,32,49620.58
Argentina,09-12-2016,33.3,18.2,25,0,26.9,51.1,49614.44
Argentina,10-12-2016,29.7,19.7,24.4,0,36.8,67.3,43683.5
Argentina,11-12-2016,29.6,14.5,22.4,0,18.8,37.1,49596.36
Argentina,12-12-2016,27.5,14.8,22.8,0,40.9,76.7,49584.51
Argentina,13-12-2016,21.4,10.5,16.2,0,24.9,47.5,49570.84
Argentina,14-12-2016,27.1,8.4,18.7,0,22.6,40,49555.41
Argentina,15-12-2016,35.7,18.9,26.9,0,28.1,52.6,49538.25
Argentina,16-12-2016,34.6,22.6,28.4,0,32.8,61.6,49519.42
Argentina,17-12-2016,31.7,18.5,26.2,0.7,21.5,42.8,43013.21
Argentina,18-12-2016,30.7,15.8,23,0,16.1,33.5,48773.41
Argentina,19-12-2016,34.1,15.5,25.8,0,16.6,32.4,49453.36
Argentina,20-12-2016,36.5,20.8,28.9,0,27.8,51.1,49428.22
Argentina,21-12-2016,28.4,21.8,25.4,0.3,27,50.4,45800.79
Argentina,22-12-2016,30.2,14.4,23.5,0,19.8,39.6,49412.63
Argentina,23-12-2016,30.9,17,24.3,0,18.1,34.2,49379.8
Argentina,24-12-2016,33.9,18.3,26.5,0,24.8,53.3,46930.37
Argentina,25-12-2016,32.3,21.5,27.1,0.1,17.3,44.6,49307.47
Argentina,26-12-2016,29.6,19.2,24.5,0,14.8,37.1,49230.29
Argentina,27-12-2016,32.8,16.4,25.3,0,14,29.9,49291.35
Argentina,28-12-2016,35.6,19.9,28.1,0,18.1,35.3,49249.87
Argentina,29-12-2016,36.4,22.3,29.7,0,20.2,42.5,49206.7
Argentina,30-12-2016,37.4,24.6,31,0,25.4,48.2,49161.96
Argentina,31-12-2016,32.7,24.7,28.7,1.2,22.1,56.9,49184.24
Argentina,01-01-2017,29.2,21.5,25.5,0,21.7,41.8,47292.13
Argentina,02-01-2017,32.9,19.1,26,0.3,27.3,55.8,49089.42
Argentina,03-01-2017,28.5,18.7,24.5,0.2,34.2,64.4,49040.2
Argentina,04-01-2017,27.3,16.1,22,0,31.2,59.8,49060.29
Argentina,05-01-2017,23,13.2,18.7,0,23.8,56.2,49009.18
Argentina,06-01-2017,33.1,16.8,24.4,0,28.9,58.3,48886.7
Argentina,07-01-2017,32.6,20.3,27.3,0,25.7,62.6,48209.74
Argentina,08-01-2017,31.2,18.4,23.8,2,31.2,59.8,40238.8
Argentina,09-01-2017,27.3,20.4,23.5,1.1,31.8,68.8,31769.44
Argentina,10-01-2017,27.3,13.6,20.8,0,22.3,44.6,48734.18
Argentina,11-01-2017,29.5,17.3,23.3,0,19.1,39.6,48682
Argentina,12-01-2017,35.6,16.7,26.2,0.1,26.4,56.9,48555.77
Argentina,13-01-2017,28.1,20.4,24.8,0,25.3,48.6,48561.18
Argentina,14-01-2017,32.2,19.5,25.1,0,24.1,42.8,43918.68
Argentina,15-01-2017,32.2,18.9,25.2,0,21.1,42.8,47328.66
Argentina,16-01-2017,34.6,21.3,27.9,0,21.6,39.2,48157.37
Argentina,17-01-2017,30.7,21.7,26.4,0,18.2,38.9,47924.45
Argentina,18-01-2017,30.2,17,23.5,0,15.7,34.9,47840.06
Argentina,19-01-2017,34.9,18.5,27.1,0.8,26.6,46.1,47570.38
Argentina,20-01-2017,37.5,21.2,29.8,0,22.7,47.2,47420.32
Argentina,21-01-2017,36.7,20.4,30.3,0,32.5,59,43715.99
Argentina,22-01-2017,28.8,18.9,22.7,13.7,27.1,51.1,40558.03
Argentina,23-01-2017,31.1,19.8,25.2,0.1,22.8,41.4,43604.43
Argentina,24-01-2017,27.1,17.4,23.9,0,24.9,59.4,45143.76
Argentina,25-01-2017,25.2,14,19.2,0,21.2,40,47035.84
Argentina,26-01-2017,28.9,13.5,21.4,0,19.1,33.8,46961.24
Argentina,27-01-2017,31.7,18.8,25.4,0,26.8,51.5,46895.87
Argentina,28-01-2017,35.3,21,28.1,0,30,54.7,46839
Argentina,29-01-2017,35.5,23.3,29.2,0,30.7,58,46840.33
Argentina,30-01-2017,34,22.6,28.2,0,29.2,53.3,46552.34
Argentina,31-01-2017,29.2,19.3,23.6,2.5,22.7,46.4,43200
Argentina,01-02-2017,27.9,15.9,21.1,0,22.1,39.6,46800
Argentina,02-02-2017,30.7,13.8,22.5,0,19.9,36,46800
Argentina,03-02-2017,30.8,21.1,25.3,0.3,18.3,40.3,36430.44
Argentina,04-02-2017,23.8,15.5,20.1,35.6,29.9,55.4,0
Argentina,05-02-2017,20.5,13.4,16.3,37.2,38,69.1,23562.29
Argentina,06-02-2017,24.1,11.7,18.2,0,14.1,25.2,46575.26
Argentina,07-02-2017,27.7,16.7,22.1,0,22.1,42.5,44327.66
Argentina,08-02-2017,26.3,18.7,21.6,16,24.1,46.1,39525.01
Argentina,09-02-2017,28.5,18.3,22.5,0.4,16.9,31.7,39447.75
Argentina,10-02-2017,28.3,16.7,22.4,0,15.9,29.9,46060.26
Argentina,11-02-2017,30,18.9,24.3,0,15.6,32,45928.84
Argentina,12-02-2017,30.2,20.6,24.1,1.7,17.5,41,45796.62
Argentina,13-02-2017,27.4,16.9,21.6,0,16.8,31.7,42777.32
Argentina,14-02-2017,28.5,15.1,21.1,0,21.1,40.7,44826.45
Argentina,15-02-2017,28.3,16.9,22.6,0,10.4,20.5,45396.39
Argentina,16-02-2017,31.8,22.3,26.4,0.3,21.7,43.2,45262.2
Argentina,17-02-2017,24.5,17.9,21.6,0.6,20.5,41.8,45127.83
Argentina,18-02-2017,28.1,14.9,21.5,0,28.7,54.7,44992.75
Argentina,19-02-2017,34,17.5,25.2,0,24.5,53.6,44856.07
Argentina,20-02-2017,32.4,21,27.2,0,16.6,33.8,44717.87
Argentina,21-02-2017,33.7,24.6,28.7,0,16.2,29.9,44578.26
Argentina,22-02-2017,34.3,21.1,27.7,0,24.5,46.4,44437.37
Argentina,23-02-2017,33.2,20.1,26.5,0,17.4,38.2,44295.3
Argentina,24-02-2017,32.3,22.8,27.8,18.8,27,52.9,42162.66
Argentina,25-02-2017,28.3,19.4,23.7,3.9,17.6,46.8,12375.52
Argentina,26-02-2017,29.4,22.4,24.6,11.1,18.8,36,15419.01
Argentina,27-02-2017,29.4,21.9,25.3,0,10.6,28.8,43520.11
Argentina,28-02-2017,32.7,21.4,26.8,0,23.2,43.6,43430.46
Argentina,01-03-2017,25.7,19,22.6,0.4,23.2,45,43338.15
Argentina,02-03-2017,24.1,16.9,20,5.2,19.3,40,30096.51
Argentina,03-03-2017,24.4,14.8,19.2,0,17.7,33.5,42924.66
Argentina,04-03-2017,24.7,15.4,19.9,0.1,13.8,31.3,41483.23
Argentina,05-03-2017,26.8,15.7,21.2,0.3,19.5,40,41772.37
Argentina,06-03-2017,23.5,15.3,19.5,0,21.1,41.4,41617.65
Argentina,07-03-2017,24.3,12.6,17.9,10.4,21.2,50,39586.72
Argentina,08-03-2017,25.6,17.6,20.7,51,28.1,52.6,25564.63
Argentina,09-03-2017,22.8,16.3,18.8,0,30.1,62.3,36076.78
Argentina,10-03-2017,20.9,13.5,17.1,0,31.7,59,41291.82
Argentina,11-03-2017,20.2,13.6,17,0,20,38.5,40751.96
Argentina,12-03-2017,20.7,10,15.4,0,20.8,37.8,40775.78
Argentina,13-03-2017,25.4,12.8,18.7,0,16.1,31.7,40459.01
Argentina,14-03-2017,27.9,15.6,21.3,0,22.3,43.6,36745.41
Argentina,15-03-2017,22.4,14,19.2,0.4,30.8,56.5,22415.82
Argentina,16-03-2017,20,9,14.4,0,17.1,34.6,40224.54
Argentina,17-03-2017,22.7,10,16,0,14.8,32,40121.23
Argentina,18-03-2017,25.9,13.5,19.1,0,18.1,36.7,40023.04
Argentina,19-03-2017,25.9,15.6,20.2,0,21.2,42.5,39930.18
Argentina,20-03-2017,26.1,16,20.4,0,16.9,34.2,39677.99
Argentina,21-03-2017,25.1,15,19.8,0,16.2,34.6,39667.27
Argentina,22-03-2017,25.4,15.4,20.3,0,11.3,22.7,38296.08
Argentina,23-03-2017,27.6,16,21.4,0,17.8,32,39405.54
Argentina,24-03-2017,29.5,17.9,23.1,0,15.7,31.7,39245.25
Argentina,25-03-2017,29.1,19.4,24,0,19.5,37.4,38215.25
Argentina,26-03-2017,25.2,17.5,21.4,11.5,20,36.7,25145.84
Argentina,27-03-2017,27.5,16.4,21.5,0.4,15.5,27.4,26002.8
Argentina,28-03-2017,27.1,20.8,23.4,0.2,24.7,47.2,13879
Argentina,29-03-2017,23.5,18.9,21.3,12.2,26.8,50.8,10659.81
Argentina,30-03-2017,25,16.4,20.4,2.1,18.3,34.6,36193.27
Argentina,31-03-2017,22.7,15.1,19.1,23.8,18.3,46.4,11298.85
Argentina,01-04-2017,23.6,19.1,20.8,12.6,24.5,44.3,14566.97
Argentina,02-04-2017,22.5,15.7,19.1,27.5,18.1,38.9,21695.21
Argentina,03-04-2017,22.9,13,17.5,0,18.1,33.1,38296.62
Argentina,04-04-2017,22.5,15.8,18.5,5.5,20.3,37.8,36510.9
Argentina,05-04-2017,19.9,12.5,16.6,0,23.5,45,37366.26
Argentina,06-04-2017,23.4,11.3,17.1,0.4,24.3,42.8,37222.55
Argentina,07-04-2017,20,11.7,16.2,37.1,31.7,58,9817.18
Argentina,08-04-2017,19.2,7.8,13.5,0,12.3,23.4,35898.36
Argentina,09-04-2017,19.1,9.9,13.9,0,19.6,38.5,36537.77
Argentina,10-04-2017,20.7,10.9,15.2,0,21.4,41.4,36519
Argentina,11-04-2017,16.8,8.5,14.1,0,21.4,42.8,30276.69
Argentina,12-04-2017,15.6,5.4,10.6,0,9.4,20.5,36343.1
Argentina,13-04-2017,18,9.7,13.7,0,14.6,25.9,20623.05
Argentina,14-04-2017,20.3,12.9,16.2,5.7,13.2,23.8,35801.42
Argentina,15-04-2017,16.3,12,14.5,4,24.9,46.8,6167.97
Argentina,16-04-2017,16.6,6.9,11.7,0,16.3,34.9,35360.41
Argentina,17-04-2017,17,6.7,11.3,0,12.3,27.7,35710.94
Argentina,18-04-2017,18.8,8.6,13.4,0,20.8,42.1,35312.28
Argentina,19-04-2017,20.3,12.1,15.6,0.3,20.1,37.1,23022.04
Argentina,20-04-2017,19.8,9.4,14.7,0,16.9,32.4,33966.17
Argentina,21-04-2017,17,8.6,13.6,0,23.9,46.8,35295.52
Argentina,22-04-2017,19.3,8.7,13,0,19.4,37.1,35170.69
Argentina,23-04-2017,16.2,6.5,11.2,0.1,10.8,22.7,18323.19
Argentina,24-04-2017,16.7,7,11.8,0,12.4,27.7,28740.54
Argentina,25-04-2017,16,9.4,12.4,2.1,17.7,37.1,31653.67
Argentina,26-04-2017,15.3,7.1,10.3,0,33.9,62.6,33197.8
Argentina,27-04-2017,19,8.3,13.4,0,22,41.8,34775.29
Argentina,28-04-2017,21.6,11.8,15.6,0,17.5,33.8,34715.1
Argentina,29-04-2017,22.8,10.2,15.5,0,16.5,33.1,34654.94
Argentina,30-04-2017,24,11.7,16.8,0,14.4,29.5,34582.55
Argentina,01-05-2017,23,13.1,17.7,0,22.7,43.6,34447.91
Argentina,02-05-2017,22.7,15.1,18.1,0,22.4,41,32114.04
Argentina,03-05-2017,17.9,7.1,13.3,0,16.6,32.4,34182.94
Argentina,04-05-2017,23,12.3,16.7,0,24.8,47.5,33516.64
Argentina,05-05-2017,24.3,14.1,18.6,0,19.9,36.7,33924.61
Argentina,06-05-2017,23.6,17.9,20.4,0,33.9,66.2,26316.41
Argentina,07-05-2017,20.1,15.1,17.8,4.7,20.9,38.2,24364.19
Argentina,08-05-2017,17.8,8.7,13.1,0,18,34.6,28919.62
Argentina,09-05-2017,14.6,6.4,10.5,0,13.6,27.7,31183.22
Argentina,10-05-2017,15.3,6.4,11,0,16.9,31,33313.23
Argentina,11-05-2017,14.2,9.8,11.7,1.9,23.1,43.9,11438.96
Argentina,12-05-2017,15.3,9.3,11.4,0.1,13,26.6,18550.53
Argentina,13-05-2017,15.9,7.2,10.7,0,10.2,24.5,32359.01
Argentina,14-05-2017,17.7,10,13,0.3,15.9,30.6,24070.4
Argentina,15-05-2017,16.2,6.2,10.6,0,15.9,31,32738.77
Argentina,16-05-2017,17.9,7.7,12.1,0,21.7,41.4,28743.79
Argentina,17-05-2017,17.8,11.2,14,0.6,20.5,38.5,23128.66
Argentina,18-05-2017,13.9,9.9,12.2,8.6,16.5,30.2,11226.74
Argentina,19-05-2017,13.3,11.2,11.7,27.9,35,64.1,0
Argentina,20-05-2017,13.7,11.7,12.9,5.1,20,37.1,0
Argentina,21-05-2017,19.3,7.1,13,0,18.4,34.9,31650.1
Argentina,22-05-2017,12.4,7.1,9.6,0.6,12.6,25.2,8389.15
Argentina,23-05-2017,11.5,8.6,10,0.3,15.3,29.9,4658.23
Argentina,24-05-2017,13.6,7.5,10,0,10.1,19.1,28059.21
Argentina,25-05-2017,13.2,4,8.5,0.1,14.5,26.3,23881.35
Argentina,26-05-2017,12.4,4,7.4,0,15.3,30.6,26396.93
Argentina,27-05-2017,11.3,0.9,5.4,0,11.8,22.7,31184.71
Argentina,28-05-2017,12.3,3.8,6.9,0,17.2,34.6,31079.44
Argentina,29-05-2017,12.6,3.2,7.7,0,11.3,20.9,30982.76
Argentina,30-05-2017,12.4,3.6,6.8,0,13,22.7,19767.05
Argentina,31-05-2017,14.1,5.8,8.9,0,17.1,32,30864.6
Argentina,01-06-2017,14.4,5.6,8.9,0,12.9,25.9,30790.28
Argentina,02-06-2017,13.2,3.1,7.7,0,20.2,36.7,23620.32
Argentina,03-06-2017,14,7.2,9.9,0,23,43.2,30744.67
Argentina,04-06-2017,10.9,4.1,7.8,2,25.5,54.7,30724
Argentina,05-06-2017,11.4,1.4,5.6,0,17.5,33.5,30674.04
Argentina,06-06-2017,14.1,4.6,8.4,0,24.9,45.7,30660.01
Argentina,07-06-2017,13.2,7.4,9.7,0.1,17.4,31,7744.36
Argentina,08-06-2017,11,4.7,7.3,1.8,24.4,46.4,30628.72
Argentina,09-06-2017,18.5,5.9,13.3,0,29.8,54.7,30619.62
Argentina,10-06-2017,17.6,8.8,14,0,28.2,53.3,30612.33
Argentina,11-06-2017,12,4.7,8.9,0,23.1,42.8,30606.86
Argentina,12-06-2017,12.7,3.6,7.2,0,23.5,44.3,28422.44
Argentina,13-06-2017,12.9,3.6,7.4,0,10.2,23.4,29611.24
Argentina,14-06-2017,16.1,6.8,11.2,0,25.9,50.4,21384.41
Argentina,15-06-2017,17.4,10.4,13.5,0,21.8,41.4,30580.15
Argentina,16-06-2017,17,9.5,12.7,0,11.8,22,4688.02
Argentina,17-06-2017,12.7,3.7,10.2,1.5,48.8,91.8,27964.67
Argentina,18-06-2017,6.4,1.4,3.4,1.7,46.4,90.4,30536.76
Argentina,19-06-2017,8.6,-0.3,3.3,0,11.6,25.6,30530.08
Argentina,20-06-2017,10.5,0.2,5.2,0,22.7,43.9,25127.96
Argentina,21-06-2017,11.2,4.4,7.8,0,24.3,43.9,29764.19
Argentina,22-06-2017,14,5.7,9.2,0,25.6,46.8,29081.73
Argentina,23-06-2017,14.5,5.4,9.1,0.4,10.3,20.2,28466.43
Argentina,24-06-2017,12.6,3.2,8.1,0.5,18.6,34.9,12631.15
Argentina,25-06-2017,11.3,9.8,10.7,2.8,11.6,23.4,0
Argentina,26-06-2017,10.9,8.5,9.6,14.5,19.3,35.3,4670.09
Argentina,27-06-2017,9.7,7.7,8.6,1.3,23.1,42.8,0
Argentina,28-06-2017,12.8,4.3,7.9,0,20,38.2,30633.41
Argentina,29-06-2017,16.2,6.5,10.2,0,20.2,36.7,30662.38
Argentina,30-06-2017,13.4,4.6,8.6,0,14.7,28.4,30694.69
Argentina,01-07-2017,16,6.6,10.7,0,19.4,34.9,30730.29
Argentina,02-07-2017,15,10.1,12.5,0,31.4,58.7,30033.5
Argentina,03-07-2017,18.5,12.1,14.8,0,30.7,56.2,30811.18
Argentina,04-07-2017,17.7,11.5,14.1,4.3,34.9,69.1,14225.17
Argentina,05-07-2017,11.6,6.8,8.6,8.8,18.5,59.8,18981.35
Argentina,06-07-2017,14.6,5.9,9.9,0,15.4,29.5,23447.18
Argentina,07-07-2017,13.4,4.1,8.3,0,10.9,20.2,15572.78
Argentina,08-07-2017,11.1,3.8,7.4,0,12.6,23.8,16121.03
Argentina,09-07-2017,12.2,5.3,8.4,0.6,16.1,32.4,27065.45
Argentina,10-07-2017,10.3,1.9,5.6,0,10.5,15.1,31194.11
Argentina,11-07-2017,11.4,2.2,6.2,0,19.1,37.1,30252.24
Argentina,12-07-2017,12.1,7.2,9.4,0,18,35.6,9398.13
Argentina,13-07-2017,15.1,6.5,9.8,0,16.2,31.7,25947.28
Argentina,14-07-2017,14.5,3.1,8.9,0.1,27.9,49.7,29721.65
Argentina,15-07-2017,10.1,2.1,6.2,1.6,32.3,64.8,15477.24
Argentina,16-07-2017,5.7,-1,2.2,0,23.2,43.6,31473.96
Argentina,17-07-2017,9.5,-1,2.9,0,14,25.2,31530.09
Argentina,18-07-2017,13.7,1,6,0,18.9,34.6,31579.23
Argentina,19-07-2017,16.7,4.9,9.5,0,19.1,34.9,31628.54
Argentina,20-07-2017,15.7,7,10,0,14.5,31.3,28884.34
Argentina,21-07-2017,16.8,2.3,9.4,0,20.9,37.8,30599.25
Argentina,22-07-2017,16.3,9.4,12,0,24.9,47.2,31632.24
Argentina,23-07-2017,13.5,5.6,9.2,0,20.4,40.3,14284.69
Argentina,24-07-2017,15.1,1.8,7.4,0,12,26.6,31974.93
Argentina,25-07-2017,15.2,3.8,9.2,0,13.5,27,31367.42
Argentina,26-07-2017,15.6,5.3,10.2,0,17,30.2,32085.93
Argentina,27-07-2017,17.7,10.6,13.6,0,18.8,37.1,13105.81
Argentina,28-07-2017,16.4,8.6,11.6,0,11.3,19.8,14089.92
Argentina,29-07-2017,11.2,5.9,8.1,0,17.8,33.5,21485.15
Argentina,30-07-2017,10.1,3.9,6.7,0,14.8,28.8,16022.71
Argentina,31-07-2017,8.3,1.5,4.7,0,9.2,18.4,20420.4
Argentina,01-08-2017,11.7,2.8,6.4,0,8.4,18,32488.09
Argentina,02-08-2017,13.4,3.4,7,0,13.2,25.9,32981.14
Argentina,03-08-2017,14.7,1.4,6.6,0,10.2,20.2,33129.25
Argentina,04-08-2017,16.3,3.6,8.9,0,18,32.4,33054.7
Argentina,05-08-2017,16.6,8.7,12,0,24.5,46.8,31746.51
Argentina,06-08-2017,18.3,7.3,11.9,0,13.4,26.3,32568.95
Argentina,07-08-2017,16.2,8.1,11.4,1.2,15.9,31.7,19738.38
Argentina,08-08-2017,15.5,3.6,9.2,0,16.3,29.9,33437.96
Argentina,09-08-2017,14.3,7.9,11.1,0,27.9,52.9,19908.44
Argentina,10-08-2017,12.8,10.7,11.8,4.9,23.8,47.5,4588.53
Argentina,11-08-2017,11.6,9.5,10.6,16.5,19.9,36.4,0
Argentina,12-08-2017,13.7,5.6,9.2,0,23.6,44.3,34195.28
Argentina,13-08-2017,14.7,4.2,9.8,0,29.2,62.6,16153.17
Argentina,14-08-2017,15.6,6.5,11.3,0.1,32.9,62.3,34308.94
Argentina,15-08-2017,14.3,6.4,9.8,1.5,30,61.9,18371.43
Argentina,16-08-2017,16.2,3,9.1,0,20.9,40.7,34564.73
Argentina,17-08-2017,18.8,8.8,12.9,0,20.9,40,30645.46
Argentina,18-08-2017,18.6,10.9,13.6,0,25.6,46.8,18743.42
Argentina,19-08-2017,14.3,7.2,10.4,0,35.5,66.6,34881.66
Argentina,20-08-2017,12.8,3.3,8,0,18.2,33.8,35047.86
Argentina,21-08-2017,18.4,6.9,12,0,33.1,60.1,34402.3
Argentina,22-08-2017,17.7,11.9,14.4,0,40.7,75.2,30445.76
Argentina,23-08-2017,14.7,3.9,9.6,0,12.9,29.9,35771.13
Argentina,24-08-2017,17,6.3,10.6,0,16.2,30.2,35874.21
Argentina,25-08-2017,15.7,4.6,9.6,0,14.7,30.6,30559.76
Argentina,26-08-2017,17.8,2.8,9.5,0,10.1,21.6,36179.66
Argentina,27-08-2017,15.6,7.9,12.3,2.4,15.6,29.9,11923.46
Argentina,28-08-2017,14,10,12.2,5.7,19.5,35.6,2165.09
Argentina,29-08-2017,12.3,5.4,9.3,0.8,24.2,45.7,11559.26
Argentina,30-08-2017,14.5,3.7,8.8,0,20.5,37.1,36925.84
Argentina,31-08-2017,17.6,7.9,12.1,0,29.6,55.4,37261.56
Argentina,01-09-2017,19.8,10.5,14.1,0,23.5,46.4,37373.52
Argentina,02-09-2017,16.8,7,11.7,0,16.8,31,37484.2
Argentina,03-09-2017,13.1,4.5,8.5,0.2,9.3,22,13769.06
Argentina,04-09-2017,14.9,2.9,8.6,0,11,20.2,37796.5
Argentina,05-09-2017,16.7,5.2,10.6,0,24.8,47.2,34363.59
Argentina,06-09-2017,17.7,8.7,12.5,0,23.2,45.7,37904.05
Argentina,07-09-2017,18.8,3.4,11.1,0,12.4,22.7,37957.67
Argentina,08-09-2017,18.3,9.2,12.9,2.6,17.8,32,32549.46
Argentina,09-09-2017,13.4,8.6,10.6,1.7,26.5,49.7,9039.08
Argentina,10-09-2017,10.3,6.5,8,15,24,45,0
Argentina,11-09-2017,16.3,6.8,11.5,0,23.9,46.4,36435.81
Argentina,12-09-2017,19.5,5.7,12.3,0,19.8,36.7,38464.07
Argentina,13-09-2017,21.6,9.9,15.1,0,22.2,43.6,38604.71
Argentina,14-09-2017,15.2,8.2,12.5,0.2,26.4,47.9,24777.85
Argentina,15-09-2017,16.3,3.2,9.7,0,14.1,29.5,39097.15
Argentina,16-09-2017,19.5,6.6,12.6,0,24.1,45.7,39369.63
Argentina,17-09-2017,21.2,9.3,14.9,0,25.6,49.3,39451.45
Argentina,18-09-2017,23.3,12.1,17.3,0,23.5,45,39637.3
Argentina,19-09-2017,24.5,14.4,19.1,0,28.6,53.6,39828.37
Argentina,20-09-2017,18.8,10.3,15.5,2.1,27.2,50.4,26130.77
Argentina,21-09-2017,20.3,7.8,13.4,0,15.4,32.4,40470.32
Argentina,22-09-2017,21.6,10.5,14.9,0,16.8,34.6,40057.29
Argentina,23-09-2017,22.6,9,15.9,0,25.1,46.1,40767.34
Argentina,24-09-2017,22.7,14.5,17.7,0,30.6,55.8,36376.12
Argentina,25-09-2017,18,9.5,13.6,0,22.1,41,35708.65
Argentina,26-09-2017,15.9,8.4,11.1,0.2,21.7,39.6,28048.73
Argentina,27-09-2017,15.9,3.4,9.5,0,11.5,24.1,41354.39
Argentina,28-09-2017,16.3,5.8,10.8,0.1,22.8,46.4,30658.89
Argentina,29-09-2017,18.7,11.2,14.4,0.6,29.8,55.1,7699.38
Argentina,30-09-2017,19.3,12.6,14.7,13.5,17.4,32,12227.41
Argentina,01-10-2017,19,10.4,14.3,0.2,25.7,49.3,41943.93
Argentina,02-10-2017,19.5,7.9,13.9,0,26.3,50.8,42091.72
Argentina,03-10-2017,17.1,11.2,14.4,0,35.3,67,34720.8
Argentina,04-10-2017,24.4,12.1,17.5,0.5,26.5,62.6,33805.83
Argentina,05-10-2017,20.4,10.3,16.1,0.1,37.6,70.9,41448.35
Argentina,06-10-2017,17.5,9.9,13.8,0,23.8,48.6,42681.62
Argentina,07-10-2017,22.2,9,15.7,0,34.2,64.1,42828.3
Argentina,08-10-2017,18.7,11.1,15.1,1.6,23.1,48.2,18063.51
Argentina,09-10-2017,19,8.6,13.3,0,27.4,53.3,43037.47
Argentina,10-10-2017,18.8,6,12.3,0,15.1,31,43126.28
Argentina,11-10-2017,16.1,6.8,11.3,0.2,22.8,44.6,35556.11
Argentina,12-10-2017,17,5.3,11.2,0,14.2,25.2,39317.6
Argentina,13-10-2017,22,8.5,14.8,0.1,18.8,41,43200
Argentina,14-10-2017,24.2,12.1,17.6,0,22.6,42.5,43200
Argentina,15-10-2017,27.6,12.2,19.3,0,24,44.6,43200
Argentina,16-10-2017,26.6,15.7,20.8,0,28.5,54.7,42309.15
Argentina,17-10-2017,26.6,15,20.4,0,20,37.4,43200
Argentina,18-10-2017,21.6,10.8,16.7,7.6,20.8,45.4,24462.55
Argentina,19-10-2017,21.4,8.9,14.9,0,22.2,43.9,36536
Argentina,20-10-2017,17.1,9.1,14.3,0,26.5,50.4,28062.68
Argentina,21-10-2017,16.8,6.7,11,0.5,27.6,54.4,40764.13
Argentina,22-10-2017,18.8,5.7,12.5,0,22.5,42.1,42283.89
Argentina,23-10-2017,25.1,11.7,17.9,0,23.4,42.8,43445.3
Argentina,24-10-2017,23.5,13.4,18.2,0.3,14.7,29.9,43772.77
Argentina,25-10-2017,24.6,12.8,18.4,0.1,18.8,33.5,38615.76
Argentina,26-10-2017,20.7,12.2,16.4,1.4,13.5,27.7,27628.06
Argentina,27-10-2017,22.3,8.8,15.6,0,18.5,33.1,41630.54
Argentina,28-10-2017,24.2,12.1,17.7,19.5,33.1,62.6,36182.55
Argentina,29-10-2017,19,8.7,14.1,0,20.2,38.9,45019.56
Argentina,30-10-2017,20.2,12.1,15.9,0,29.4,55.8,43729.57
Argentina,31-10-2017,20.2,9.2,14.2,0,22.1,39.6,21186.52
Argentina,01-11-2017,20.2,12.5,16.2,14.8,25.6,54.4,17368.63
Argentina,02-11-2017,20,13.2,16,13.9,21.7,43.2,24117.56
Argentina,03-11-2017,19.6,10.2,15,0.2,28.6,54.7,45889.86
Argentina,04-11-2017,22.7,9.1,16,0,10.2,24.5,46514.34
Argentina,05-11-2017,21.4,13.4,16.5,12.3,17.2,35.6,18170.19
Argentina,06-11-2017,19.7,12.2,15.7,1.3,18.7,33.8,16948.68
Argentina,07-11-2017,16.9,13.5,15.1,15.8,17.4,32,1200.59
Argentina,08-11-2017,23.2,13.4,17.3,0.6,19.6,40.3,41320.26
Argentina,09-11-2017,23.5,10.5,17.3,0,16.6,33.8,46642.15
Argentina,10-11-2017,21.9,10.8,16.9,0,20.1,40.7,47344.16
Argentina,11-11-2017,23.8,8.5,17,0,15.5,27.4,47457.61
Argentina,12-11-2017,28.9,15.8,21.7,0,24.7,45.7,47569.63
Argentina,13-11-2017,28.1,14.4,21,0.1,18.9,36.7,47680.1
Argentina,14-11-2017,27.1,16.4,21.7,0,21.3,39.6,45354.58
Argentina,15-11-2017,19.7,11.8,16,4,43.8,82.4,47895.83
Argentina,16-11-2017,23.5,10.6,17.3,0,28.4,54.4,46382.21
Argentina,17-11-2017,18.7,10.5,14.9,4.2,29.4,60.1,44199
Argentina,18-11-2017,21.9,7.6,15.2,0,25.4,49.3,48204.25
Argentina,19-11-2017,19.4,13.2,16.3,0,33.2,60.1,45727.49
Argentina,20-11-2017,20.7,12.3,16,0,24.5,46.4,48398.08
Argentina,21-11-2017,21.2,9.1,15.4,0.1,20,41.4,45585.37
Argentina,22-11-2017,27.8,12.2,19.4,0,30.8,54.7,48581.07
Argentina,23-11-2017,20.3,10.5,15.2,0,33.1,68,48560.17
